"rid","binaryID"
201,"1"
202,"10"
203,"11"
204,"100"
205,"101"
206,"1000"
207,"1001"
208,"10000"
209,"10001"
210,"100000"
211,"100001"
212,"100010"
213,"100011"
214,"1010"
215,"1011"
216,"10100"
217,"10101"
218,"10110"
219,"10111"
220,"1000100"
221,"1000101"
222,"101100"
223,"101101"
224,"10001000"
225,"10001001"
226,"110"
227,"111"
228,"1100"
229,"1101"
230,"10001010"
231,"10001011"
232,"1000110"
233,"1000111"
234,"1011000"
235,"1011001"
236,"100010100"
237,"100010101"
238,"11000"
239,"11001"
240,"11011"
241,"110000"
242,"110001"
243,"110110"
244,"110111"
245,"1110"
246,"1111"
247,"100010110"
248,"100010111"
249,"10110000"
250,"10110001"
251,"10110010"
252,"10110011"
253,"101110"
254,"101111"
255,"101100000"
256,"101100001"
257,"1011010"
258,"1011011"
259,"1000101000"
260,"1000101001"
261,"1100001"
262,"10110100"
263,"10110101"
264,"1100010"
265,"1100011"
266,"11000100"
267,"11000101"
268,"10001010001"
269,"1000101110"
270,"1000101111"
271,"10001011100"
272,"10001011101"
273,"110001000"
274,"110001001"
275,"10001011110"
276,"10001011111"
277,"1100010000"
278,"1100010001"
279,"10110111"
280,"10001010010"
281,"10001010011"
282,"10001110"
283,"10001111"
284,"100010111100"
285,"100010111101"
286,"1000101111000"
287,"1000101111001"
288,"100010111110"
289,"100010111111"
290,"10001011110000"
291,"10001011110001"
292,"10001011110010"
293,"10001011110011"
294,"100010100100"
295,"100010100101"
296,"11000100000"
297,"11000100001"
298,"1000101001000"
299,"1000101001001"
300,"1011000010"
301,"1011000011"
302,"10001010010000"
303,"10001010010001"
304,"1000101111011"
305,"10001010010010"
306,"10001010010011"
307,"100010100100101"
308,"100010111100111"
309,"11000100010"
310,"11000100011"
311,"11000110"
312,"11000111"
313,"100010111100000"
314,"100010111100001"
315,"110001000000"
316,"110001000001"
317,"1000101001010"
318,"1000101001011"
319,"1100010000000"
320,"1100010000001"
321,"1000101111000000"
322,"1000101111000001"
323,"100011100"
324,"100011101"
325,"1000101111000010"
326,"1000101111000011"
327,"10001011110000000"
328,"10001011110000001"
329,"100010100100111"
330,"110001100"
331,"110001101"
332,"1000101111001111"
333,"10001011110000100"
334,"10001011110000101"
335,"100010111100000000"
336,"100010111100000001"
337,"10001010010101"
338,"1000101111000000000"
339,"1000101111000000001"
340,"10001011110110"
341,"10001011110111"
342,"10001011110011110"
343,"10001011110011111"
344,"100010111101100"
345,"100010111101101"
346,"1000101111111"
347,"1100010000010"
348,"1100010000011"
349,"100010111100111100"
350,"100010111100111101"
351,"10001011110000000001"
352,"11000100000000"
353,"11000100000001"
354,"11000100000100"
355,"11000100000101"
356,"110001000001000"
357,"110001000001001"
358,"100010111100010"
359,"100010111100011"
360,"100010111100111111"
361,"11000100000011"
362,"1000101111000101"
363,"10001011110000000011"
364,"110001000111"
365,"110001000000001"
366,"100010111100001010"
367,"100010111100001011"
368,"1000111010"
369,"1000111011"
370,"100010111100000000111"
371,"1100010000000010"
372,"1100010000000011"
373,"1000101111001111001"
374,"1000101111000010111"
375,"110001000001010"
376,"110001000001011"
377,"1100011000"
378,"1100011001"
379,"1100010000010101"
380,"110001000000111"
381,"1100010001111"
382,"10001110111"
383,"11000100011110"
384,"11000100011111"
385,"1100010000001111"
386,"10001011110000101110"
387,"10001011110000101111"
388,"110001000011"
389,"100010100101011"
390,"11000110001"
391,"10001011110011110010"
392,"10001011110011110011"
393,"1000101111011011"
394,"101101110"
395,"101101111"
396,"10001011110110111"
397,"100010111100001011100"
398,"100010111100001011101"
399,"100010111100001011111"
400,"100010111100111100111"
